Pattern ID,Pattern,MB Pattern Type,S,R1,a,C2,b,R1,c,C3,d,P,e,E1,C1
1938,2,c1 and r c2 (basic triple 2),NCBITaxon_976,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,21939.0
1939,2,c1 and r c2 (basic triple 2),NCBITaxon_976,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16193.0
1940,2,c1 and r c2 (basic triple 2),NCBITaxon_976,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16160.0
1941,2,c1 and r c2 (basic triple 2),NCBITaxon_679895,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,16154.0
1942,2,c1 and r c2 (basic triple 2),NCBITaxon_679895,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,11622.0
1943,2,c1 and r c2 (basic triple 2),FAKEURI_0000149,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,16154.0
1944,2,c1 and r c2 (basic triple 2),FAKEURI_0000149,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,11622.0
1945,2,c1 and r c2 (basic triple 2),NCBITaxon_474186,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,26417.0
1946,2,c1 and r c2 (basic triple 2),NCBITaxon_474186,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,26413.0
1947,2,c1 and r c2 (basic triple 2),FAKEURI_0000190,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,18571.0
1948,2,c1 and r c2 (basic triple 2),NCBITaxon_976,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,14526.0
1949,2,c1 and r c2 (basic triple 2),FAKEURI_0000102,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,70008.0
1950,2,c1 and r c2 (basic triple 2),FAKEURI_0000104,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,70008.0
1951,2,c1 and r c2 (basic triple 2),NCBITaxon_67825,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16193.0
1952,2,c1 and r c2 (basic triple 2),NCBITaxon_67825,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16171.0
1953,2,c1 and r c2 (basic triple 2),NCBITaxon_67825,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16159.0
1954,2,c1 and r c2 (basic triple 2),NCBITaxon_67825,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16160.0
1955,2,c1 and r c2 (basic triple 2),NCBITaxon_67825,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,15978.0
1956,2,c1 and r c2 (basic triple 2),NCBITaxon_67825,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,14825.0
1957,2,c1 and r c2 (basic triple 2),NCBITaxon_67825,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,20310.0
1958,2,c1 and r c2 (basic triple 2),NCBITaxon_216816,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,20859.0
1959,2,c1 and r c2 (basic triple 2),NCBITaxon_216816,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,100043194.0
1960,2,c1 and r c2 (basic triple 2),NCBITaxon_216816,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,629203.0
1961,2,c1 and r c2 (basic triple 2),NCBITaxon_411483,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,18033.0
1962,2,c1 and r c2 (basic triple 2),NCBITaxon_47715,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,18033.0
1963,2,c1 and r c2 (basic triple 2),NCBITaxon_1597,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,18033.0
1964,2,c1 and r c2 (basic triple 2),NCBITaxon_47715,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16189.0
1965,2,c1 and r c2 (basic triple 2),NCBITaxon_47715,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,15978.0
1966,2,c1 and r c2 (basic triple 2),NCBITaxon_47715,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16193.0
1967,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16189.0
1968,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,15978.0
1969,2,c1 and r c2 (basic triple 2),FAKEURI_0000174,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16193.0
1970,2,c1 and r c2 (basic triple 2),FAKEURI_0000174,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16176.0
1971,2,c1 and r c2 (basic triple 2),FAKEURI_0000174,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16160.0
1972,2,c1 and r c2 (basic triple 2),FAKEURI_0000174,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,21926.0
1973,2,c1 and r c2 (basic triple 2),FAKEURI_0000174,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,14825.0
1974,2,c1 and r c2 (basic triple 2),FAKEURI_0000174,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,15978.0
1975,2,c1 and r c2 (basic triple 2),FAKEURI_0000174,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16171.0
1976,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,19013.0
1977,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,19016.0
1978,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,21926.0
1979,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,20296.0
1980,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16176.0
1981,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16183.0
1982,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16193.0
1983,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16153.0
1984,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,20371.0
1985,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,16189.0
1986,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,50929.0
1987,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,15978.0
1988,2,c1 and r c2 (basic triple 2),FAKEURI_0000191,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,16171.0
1989,2,c1 and r c2 (basic triple 2),NCBITaxon_1590,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,7442.0
1990,2,c1 and r c2 (basic triple 2),NCBITaxon_1590,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,7350.0
1991,2,c1 and r c2 (basic triple 2),NCBITaxon_1590,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,11556.0
1992,2,c1 and r c2 (basic triple 2),NCBITaxon_1590,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,10891.0
1993,2,c1 and r c2 (basic triple 2),NCBITaxon_1590,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,1375.0
1994,2,c1 and r c2 (basic triple 2),NCBITaxon_1590,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,63976.0
1995,2,c1 and r c2 (basic triple 2),NCBITaxon_1590,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,6899.0
1996,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,57875.0
1997,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,233079.0
1998,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,15183.0
1999,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,15184.0
2000,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,19016.0
2001,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,15183.0
2002,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,57875.0
2003,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,233079.0
2004,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,15184.0
2005,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,19016.0
2006,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,20464.0
2007,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,20852.0
2008,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,20482.0
2009,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,19213.0
2010,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,19401.0
2011,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,11864.0
2012,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,16392.0
2013,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,14815.0
2014,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,21848.0
2015,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,75605.0
2016,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,18012.0
2017,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,20674.0
2018,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,14462.0
2019,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,11863.0
2020,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,15379.0
2021,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,20848.0
2022,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,20666.0
2023,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,19698.0
2024,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,14463.0
2025,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,12591.0
2026,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,23872.0
2027,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,21410.0
2028,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,19017.0
2029,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,18128.0
2030,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,11622.0
2031,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,54139.0
2032,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,20466.0
2033,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,26992.0
2034,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,21413.0
2035,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,17865.0
2036,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,14489.0
2037,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,13982.0
2038,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,14235.0
2039,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,242705.0
2040,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,13557.0
2041,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,22642.0
2042,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,12151.0
2043,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,116870.0
2044,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,21652.0
2045,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,15375.0
2046,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,17126.0
2047,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,17127.0
2048,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,17128.0
2049,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,21781.0
2050,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,18667.0
2051,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,12753.0
2052,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,15213.0
2053,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,19013.0
2054,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,12590.0
2055,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,67154.0
2056,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,17344.0
2057,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,14581.0
2058,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,13170.0
2059,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,11910.0
2060,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,50754.0
2061,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,66830.0
2062,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,433759.0
2063,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,19650.0
2064,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,21417.0
2065,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,24136.0
2066,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,19821.0
2067,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,19697.0
2068,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,18035.0
2069,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,72749.0
2070,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,56484.0
2071,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,14461.0
2072,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,12914.0
2073,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,12013.0
2074,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,16476.0
2075,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,13983.0
2076,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,15951.0
2077,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,12608.0
2078,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,20851.0
2079,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,66277.0
2080,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,17286.0
2081,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,20682.0
2082,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,17131.0
2083,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,20850.0
2084,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,18412.0
2085,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,22337.0
2086,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,26423.0
2087,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,19712.0
2088,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,14390.0
2089,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,13198.0
2090,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,18181.0
2091,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,15370.0
2092,2,c1 and r c2 (basic triple 2),NCBITaxon_239935,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,18171.0
2093,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,29560.0
2094,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,22346.0
2095,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011016,,,22632.0
2096,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,22059.0
2097,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,14815.0
2098,2,c1 and r c2 (basic triple 2),NCBITaxon_853,RO_0001025,,UBERON_0004907,and,RO_0001025,some,NCBITaxon_10090,and,RO_0011013,,,30939.0
